Transaction_ID,Date,Year,Month,Quarter,Department,Region,Product_Category,Customer_Segment,Revenue,COGS,Operating_Expense,Budget_Revenue,Budget_COGS,Budget_Expense
TXN00850,14/08/2024,2024,8,Q3,Marketing,Auckland,Software,SME,16033.31,5526.91,2168.43,15696.48,5637.02,2171.64
TXN01524,15/08/2024,2024,8,Q3,Sales,Wellington,Consulting,Government,24324.6,10257.97,2413.32,22413.14,10228.34,2420.79
TXN00127,17/08/2024,2024,8,Q3,Sales,Auckland,Software,Government,20689.04,6621.46,1896.48,20754.62,6823.58,2070.36
TXN01498,17/08/2024,2024,8,Q3,Operations,Auckland,Support Services,Government,10251.79,3843.03,791.22,9186.81,3925.74,804.46
TXN01827,17/08/2024,2024,8,Q3,Operations,Auckland,Support Services,SME,9198.8,3500.28,813.19,8759.45,3582.22,826.96
TXN00351,20/08/2024,2024,8,Q3,Administration,Wellington,Hardware,Corporate,14968.84,11212.26,1133.26,15244.59,11234.26,1209.95
TXN00825,20/08/2024,2024,8,Q3,IT,Auckland,Support Services,Corporate,27377.32,10283.22,2706.88,26467.12,10312.65,2740.18
TXN01703,20/08/2024,2024,8,Q3,Customer Service,Hamilton,Support Services,SME,7829.66,3044.8,758.78,7392.29,3092.12,745.79
TXN01860,20/08/2024,2024,8,Q3,Marketing,Christchurch,Software,Corporate,14701.49,4931.42,1729.55,13219.31,5003.98,1938.09
TXN00089,21/08/2024,2024,8,Q3,Operations,Hamilton,Hardware,Government,12098.53,8198.82,1159.67,11496.88,8021.7,1201.38
TXN00977,21/08/2024,2024,8,Q3,Operations,Auckland,Professional Services,Corporate,25622.22,9752.73,1837.96,25525.76,10540.87,1800.05
TXN01464,21/08/2024,2024,8,Q3,Marketing,Hamilton,Hardware,Corporate,10712.6,7189.08,1386.69,10218.18,7152.27,1472.28
TXN01617,21/08/2024,2024,8,Q3,Marketing,Hamilton,Professional Services,Corporate,16225.5,6750.92,1747.02,15399.68,6647.39,1807.39
TXN01285,22/08/2024,2024,8,Q3,Customer Service,Auckland,Hardware,SME,13853.77,9177.62,1237.51,13820.4,9213.4,1393.05
TXN00832,23/08/2024,2024,8,Q3,Operations,Wellington,Consulting,Government,18968.67,8280.85,1538.04,17538.14,8268.91,1549.64
TXN01466,23/08/2024,2024,8,Q3,Sales,Auckland,Consulting,SME,30491.91,13960.67,3225.96,28177.69,13574.87,3490.55
TXN00696,24/08/2024,2024,8,Q3,Sales,Wellington,Software,SME,22991.23,7731.71,2271.66,21900.2,8245.41,2317.6
TXN00857,25/08/2024,2024,8,Q3,Operations,Wellington,Software,Corporate,16143.92,5763.07,1358.01,16115.28,6314.08,1363.87
TXN01530,27/08/2024,2024,8,Q3,Customer Service,Christchurch,Hardware,Corporate,10817.79,7416.74,888.02,10147.97,7440.14,962.13
TXN00906,28/08/2024,2024,8,Q3,Operations,Wellington,Hardware,Individual,7465.71,5445.32,602.83,7399.64,5433.68,667.51
TXN01575,28/08/2024,2024,8,Q3,Sales,Wellington,Professional Services,Government,28963.56,11708.11,2400.76,27981.3,11316.52,2345.76
TXN01914,28/08/2024,2024,8,Q3,Sales,Hamilton,Software,SME,15932.71,5147.36,1557.83,14933.77,5398.69,1669.23
TXN00113,29/08/2024,2024,8,Q3,Operations,Auckland,Hardware,Corporate,18315.16,13669.84,1527.61,16234.51,14030.28,1562.45
TXN00250,29/08/2024,2024,8,Q3,Marketing,Auckland,Professional Services,Government,24933.92,9745.73,3104.32,22581.92,9766.23,3117.91
TXN01190,29/08/2024,2024,8,Q3,Operations,Hamilton,Consulting,Individual,11530.98,5000.36,905.85,11479.7,4824.66,893.36
TXN01346,29/08/2024,2024,8,Q3,Sales,Hamilton,Software,Corporate,24858.28,8327.49,2778.54,24584.88,8784.15,3049.63
TXN01931,29/08/2024,2024,8,Q3,Operations,Wellington,Support Services,Corporate,9040.73,3631.22,653.68,9257.6,3930.92,674.9
TXN01587,30/08/2024,2024,8,Q3,Sales,Wellington,Support Services,SME,8341.67,3088.94,794.31,8136.95,3272.87,773.55
TXN01013,31/08/2024,2024,8,Q3,IT,Christchurch,Hardware,Individual,7317.07,5134.35,791.26,6980.22,5288.64,792.73
TXN01245,31/08/2024,2024,8,Q3,Operations,Christchurch,Professional Services,SME,15181.36,5924.03,1307.93,15717.93,6086.81,1396.35
TXN01646,31/08/2024,2024,8,Q3,IT,Auckland,Professional Services,SME,25559.84,10117.26,2536.85,26358.04,10649.02,2712.98
TXN01749,31/08/2024,2024,8,Q3,Operations,Auckland,Support Services,Corporate,15505.89,5815.91,1209.98,15488.64,5643.03,1245.86
TXN00110,1/09/2024,2024,9,Q3,Operations,Hamilton,Consulting,Government,30474.46,12388.17,2400.02,30878.64,11461.87,2399.75
TXN00602,1/09/2024,2024,9,Q3,Marketing,Hamilton,Training,Government,7950.59,3801.2,958.15,7675.17,3983.21,979.83
TXN01718,1/09/2024,2024,9,Q3,Marketing,Tauranga,Consulting,SME,16262.45,6646.11,2031.26,16299.89,6581.41,2019.74
TXN01909,1/09/2024,2024,9,Q3,Sales,Wellington,Training,Individual,6580.5,2762.82,598.04,6552.88,2900.65,580.67
TXN00168,2/09/2024,2024,9,Q3,Marketing,Hamilton,Hardware,SME,10545.8,6860.35,1147.15,10184.66,7514.79,1254.67
TXN01861,2/09/2024,2024,9,Q3,Customer Service,Wellington,Consulting,Corporate,26323.71,10731.59,2410.45,24462.71,11244.94,2451.5
TXN01977,3/09/2024,2024,9,Q3,IT,Wellington,Software,SME,19185.28,6798.49,1941.58,18713.5,7004.95,1816.23
TXN00258,4/09/2024,2024,9,Q3,Operations,Christchurch,Software,Government,20331.33,6694.06,1769.2,21382.25,6792.14,1682.93
TXN01111,4/09/2024,2024,9,Q3,Customer Service,Hamilton,Consulting,Corporate,21056.32,9075.43,1858.67,19413.39,8801.08,1970.14
TXN01624,4/09/2024,2024,9,Q3,Customer Service,Wellington,Software,Corporate,19695.49,6385.32,1751.11,18270.79,6502.37,1812.72
TXN00141,5/09/2024,2024,9,Q3,Sales,Tauranga,Software,Corporate,19919.62,6658.26,1747.5,19637.25,6240.14,1871.93
TXN01194,5/09/2024,2024,9,Q3,Sales,Auckland,Support Services,SME,12930.98,4734.92,1096.68,12167.4,4785.27,1068.49
TXN01169,7/09/2024,2024,9,Q3,Administration,Christchurch,Consulting,SME,23580.19,10117.35,1919.88,22279.33,10233.49,2104.95
TXN01270,7/09/2024,2024,9,Q3,Administration,Hamilton,Consulting,Corporate,27768.04,10991.59,2275.2,28328.76,10538.75,2359.6
TXN01412,8/09/2024,2024,9,Q3,Sales,Auckland,Training,Government,12324.26,5683.48,1262.87,11025.52,5569.17,1277.62
TXN01747,8/09/2024,2024,9,Q3,Sales,Auckland,Training,SME,14389,6765.75,1301.14,13512.32,6901,1383.35
TXN00180,9/09/2024,2024,9,Q3,Administration,Auckland,Software,Government,26624.53,8714.78,1965.99,26345.34,9107.23,2007.79
TXN00644,9/09/2024,2024,9,Q3,Sales,Auckland,Training,SME,14473.21,6716.06,1322.62,13637.81,6475.25,1373.92
TXN01088,9/09/2024,2024,9,Q3,IT,Wellington,Support Services,Individual,10106.89,3822.9,1011.05,9669,3822.8,1072.45
TXN01500,10/09/2024,2024,9,Q3,Administration,Christchurch,Consulting,SME,17412.7,6840.02,1255.36,16882.77,7187.67,1269.42
TXN01821,10/09/2024,2024,9,Q3,Operations,Wellington,Support Services,SME,13492,4973.61,986.53,12819.13,4971.26,974.5
TXN00212,11/09/2024,2024,9,Q3,Marketing,Christchurch,Support Services,Government,18352.9,7425.49,2121.09,17215.2,7228.59,2150.83
TXN00360,11/09/2024,2024,9,Q3,Sales,Auckland,Support Services,Individual,13895.77,5617.72,1374.16,13802.37,6046.3,1389.12
TXN00852,11/09/2024,2024,9,Q3,Customer Service,Auckland,Software,Individual,10520.57,3682.73,852.63,10231.16,3708.36,895.99
TXN00337,12/09/2024,2024,9,Q3,Customer Service,Wellington,Training,Corporate,11793.9,5682.03,844.56,11735.38,5610.88,829
TXN01081,12/09/2024,2024,9,Q3,Sales,Hamilton,Training,Individual,4940.07,2144.06,403.07,4823.99,2256.88,398.97
TXN01845,12/09/2024,2024,9,Q3,IT,Auckland,Hardware,Corporate,23742.35,15811.08,2520.68,21693.66,16481.67,2642.09
TXN01619,13/09/2024,2024,9,Q3,Sales,Wellington,Professional Services,Government,44325.79,18241.06,4130.36,38710.39,18083.32,3931.13
TXN01955,13/09/2024,2024,9,Q3,Operations,Tauranga,Software,Corporate,16388.55,5961.15,1272.9,15992.82,5705.64,1301.43
TXN00024,14/09/2024,2024,9,Q3,Customer Service,Hamilton,Software,SME,19736.22,6424.34,1661.02,20600.35,6295.56,1669.04
TXN00457,14/09/2024,2024,9,Q3,Operations,Hamilton,Training,Corporate,9717.24,4621.43,716.48,9101.37,4611.72,746.15
TXN01331,14/09/2024,2024,9,Q3,Marketing,Wellington,Hardware,Corporate,12709.12,8253.67,1512.59,11898.33,7510.65,1639.15
TXN01647,14/09/2024,2024,9,Q3,Customer Service,Auckland,Software,SME,22055.15,7586.82,1748.57,22991.23,7505.25,1675.43
TXN01026,15/09/2024,2024,9,Q3,Sales,Auckland,Consulting,Individual,18517.53,7759.97,1857.63,18159.61,7773.07,1980.32
TXN01514,15/09/2024,2024,9,Q3,Sales,Christchurch,Software,SME,25920.05,9742.97,2541.99,24116.07,9859.04,2623.31
TXN01809,15/09/2024,2024,9,Q3,Customer Service,Auckland,Support Services,Government,13055.5,4831.26,1081.22,12482.58,4968.76,1081.54
TXN00328,16/09/2024,2024,9,Q3,Customer Service,Christchurch,Training,SME,6725.07,3152.43,594.69,5800.34,3305.95,625.37
TXN01896,16/09/2024,2024,9,Q3,IT,Auckland,Consulting,Individual,13045.87,5196.47,1229.86,13099.45,4960.99,1210.85
TXN00645,17/09/2024,2024,9,Q3,Sales,Christchurch,Support Services,Corporate,17157.51,6303.66,1290.74,18125.6,6632.37,1341.44
TXN01207,18/09/2024,2024,9,Q3,Customer Service,Christchurch,Professional Services,Corporate,23709.94,9469.58,1712.09,21735.48,9191.25,1699.46
TXN01339,18/09/2024,2024,9,Q3,Operations,Christchurch,Software,SME,18909.51,6363.41,1372.32,19072.85,6704.84,1415.2
TXN00045,19/09/2024,2024,9,Q3,Administration,Auckland,Support Services,Government,10330.09,3729.24,634.58,9433.53,3910.24,686.12
TXN00243,19/09/2024,2024,9,Q3,Administration,Christchurch,Software,SME,14633.4,4578.58,1190.82,13814.92,4772.32,1259.54
TXN00277,19/09/2024,2024,9,Q3,IT,Wellington,Professional Services,Corporate,24223.85,9496.09,2465.52,24858.64,9076.47,2575.27
TXN00826,20/09/2024,2024,9,Q3,Sales,Hamilton,Training,SME,6958.75,3025.01,709.75,6985.86,3102.6,732.32
TXN01480,20/09/2024,2024,9,Q3,IT,Tauranga,Hardware,SME,12671.45,8205.77,1273.99,12653.98,8615.46,1268.61
TXN00882,21/09/2024,2024,9,Q3,Sales,Auckland,Professional Services,SME,28360.66,11819.13,2507.9,27740.19,11438.21,2493.55
TXN00659,22/09/2024,2024,9,Q3,Sales,Auckland,Software,Government,21795.55,7910.92,1743.07,21091.35,8022.13,1867.83
TXN00840,22/09/2024,2024,9,Q3,Customer Service,Hamilton,Professional Services,SME,13943.54,5440.82,1269.37,12632.6,5927.31,1315.84
TXN01460,22/09/2024,2024,9,Q3,IT,Wellington,Hardware,Corporate,28758.38,20125.01,3024.51,28156.11,20780.18,3028.7
TXN01618,22/09/2024,2024,9,Q3,Administration,Wellington,Consulting,Individual,16990.22,7304.19,1188.57,16414.89,7668.3,1228.06
TXN01780,22/09/2024,2024,9,Q3,Sales,Hamilton,Consulting,Corporate,21854.87,9299.1,2416.42,21057.65,9000.97,2422.63
TXN00833,23/09/2024,2024,9,Q3,Administration,Auckland,Software,SME,18623.66,5744,1405.18,18234.03,5950.11,1396.67
TXN00917,23/09/2024,2024,9,Q3,Operations,Christchurch,Hardware,SME,11232.77,7822.33,907.42,10780.97,7931.11,963.93
TXN00991,23/09/2024,2024,9,Q3,Operations,Auckland,Professional Services,SME,17467.94,6924.05,1394.04,15193.2,6602.91,1478.42
TXN00125,25/09/2024,2024,9,Q3,Administration,Christchurch,Software,SME,13313.16,4638.55,1020.55,12444.26,4165.12,1085.59
TXN00215,25/09/2024,2024,9,Q3,Sales,Tauranga,Professional Services,SME,13973.33,5617.66,1216.64,12818.94,5863.97,1210.33
TXN00529,25/09/2024,2024,9,Q3,Sales,Wellington,Hardware,SME,17598.32,10896.87,1724.47,17857.33,10998.83,1776.91
TXN01452,25/09/2024,2024,9,Q3,Customer Service,Tauranga,Hardware,Corporate,20779.83,14673.51,1797.53,19385.45,15375.82,1905.99
TXN00010,26/09/2024,2024,9,Q3,Customer Service,Hamilton,Consulting,Corporate,31886.95,13040.28,2566.15,30884.35,13045.61,2666.27
TXN00504,26/09/2024,2024,9,Q3,Marketing,Tauranga,Support Services,Corporate,14422.21,5549.91,1772.08,14024.24,5726.63,1744.4
TXN00809,26/09/2024,2024,9,Q3,IT,Auckland,Consulting,Corporate,26255.02,11178.79,2586.06,23330.58,11375.15,2490.76
TXN01361,27/09/2024,2024,9,Q3,Administration,Wellington,Professional Services,Corporate,26213.65,9862.35,2179.42,26637.1,10114.04,2215.56
TXN00611,28/09/2024,2024,9,Q3,IT,Wellington,Software,Government,23615.22,8213.74,1940.65,23239.95,8401.06,2036.17
TXN01142,28/09/2024,2024,9,Q3,Sales,Auckland,Hardware,Government,27271.57,18183.41,2987.53,24735.28,19731.47,3075.05
TXN00378,29/09/2024,2024,9,Q3,Administration,Auckland,Professional Services,Corporate,30035.37,11953.02,2160.86,30103.36,12055.35,2192.1
TXN01266,29/09/2024,2024,9,Q3,Marketing,Wellington,Professional Services,Individual,11320.28,4484.39,1171.03,10920.26,4468.32,1143.72
TXN01296,29/09/2024,2024,9,Q3,Operations,Wellington,Hardware,Corporate,21336.6,14535.64,1719.23,20399.5,14113.32,1693.08
TXN00152,30/09/2024,2024,9,Q3,Customer Service,Auckland,Support Services,Corporate,19045.72,7474.08,1678.97,18637.93,7492.99,1784.73
TXN01222,30/09/2024,2024,9,Q3,Operations,Auckland,Support Services,Government,17341.22,6783.3,1562.82,15912.34,6955.54,1557.49
TXN01672,30/09/2024,2024,9,Q3,Customer Service,Christchurch,Hardware,Corporate,16204.07,11389.51,1426.66,17022.54,10866.19,1475.79
TXN01414,1/10/2024,2024,10,Q4,Administration,Tauranga,Professional Services,Corporate,18557.99,6904.83,1480.22,17964.27,6713.15,1580.07
TXN01944,1/10/2024,2024,10,Q4,Marketing,Hamilton,Consulting,Government,30017.42,13500.02,3701.24,28297.59,14583.83,3733.31
TXN01226,3/10/2024,2024,10,Q4,Sales,Wellington,Consulting,Corporate,22071.86,9707.56,2009.47,21581.27,9297.15,2152.67
TXN01565,3/10/2024,2024,10,Q4,Administration,Auckland,Support Services,Individual,9697.2,3580.19,829.19,9552.83,3498.13,867.7
TXN00382,4/10/2024,2024,10,Q4,Sales,Christchurch,Software,SME,10787.22,3910.4,937.08,9644.14,4242.21,965.96
TXN01479,4/10/2024,2024,10,Q4,Marketing,Hamilton,Software,Corporate,25937.19,8757.42,3024.68,25261.18,8624.43,3120.29
TXN01449,5/10/2024,2024,10,Q4,Marketing,Christchurch,Professional Services,SME,12003.44,4732.38,1389.72,11515.59,4692.5,1443.87
TXN01682,5/10/2024,2024,10,Q4,Sales,Tauranga,Support Services,Corporate,18994,7097.05,1711.58,16934.27,7558.58,1802.21
TXN00065,6/10/2024,2024,10,Q4,Operations,Wellington,Consulting,SME,19409.26,7658.96,1432.46,19044.35,7850.98,1479.08
TXN01004,6/10/2024,2024,10,Q4,Operations,Auckland,Training,Corporate,15588.92,6658.91,1261.04,14593.94,7115.97,1291.97
TXN00678,7/10/2024,2024,10,Q4,Sales,Wellington,Professional Services,Corporate,19977.89,8502.72,1799.87,20942.85,8265.87,1842.34
TXN00403,8/10/2024,2024,10,Q4,Operations,Wellington,Software,Corporate,16512.59,5921.67,1304.23,17033.27,6184.58,1248.52
TXN00902,8/10/2024,2024,10,Q4,Sales,Christchurch,Professional Services,Corporate,26020.82,9736.8,2398.5,27035.88,10093.86,2319.24
TXN00784,9/10/2024,2024,10,Q4,Operations,Auckland,Consulting,Corporate,35011.8,15139.9,2235.95,35114.85,15481.93,2200.59
TXN00966,9/10/2024,2024,10,Q4,Sales,Wellington,Support Services,SME,14393.84,5612.04,1422.36,14367.65,5565.46,1531.32
TXN01599,9/10/2024,2024,10,Q4,Sales,Auckland,Hardware,Individual,14631.03,9949.8,1259.71,15187.71,10476.12,1290.3
TXN00414,10/10/2024,2024,10,Q4,Marketing,Hamilton,Support Services,Corporate,10195.39,3977.15,1344.52,9737.33,4176.1,1416.8
TXN01577,10/10/2024,2024,10,Q4,IT,Auckland,Software,Corporate,35267.69,11630.81,3220.92,33371.71,12035.95,3040.75
TXN01138,11/10/2024,2024,10,Q4,Customer Service,Christchurch,Consulting,Government,28300.23,12612.63,2463.21,26281.39,13308.66,2514.67
TXN00499,12/10/2024,2024,10,Q4,Administration,Hamilton,Support Services,Government,8703.03,3726.37,605.07,8221.35,3776.99,603.84
TXN01181,12/10/2024,2024,10,Q4,Operations,Christchurch,Professional Services,Government,25629.56,10027.77,2321.18,24369.02,10211.76,2205.04
TXN01317,12/10/2024,2024,10,Q4,Administration,Wellington,Hardware,SME,12506.08,8917.13,854.96,11984.52,9594.32,807.77
TXN01091,14/10/2024,2024,10,Q4,Marketing,Hamilton,Professional Services,Corporate,21879.31,8409.05,3103.34,20252.85,8514.31,3312.53
TXN01421,14/10/2024,2024,10,Q4,Operations,Auckland,Training,SME,11406.7,5343.33,856.97,10672.18,5459.55,839.72
TXN01865,14/10/2024,2024,10,Q4,Sales,Christchurch,Support Services,Corporate,16485.74,6226.63,1704.17,16758.29,5951.57,1796.81
TXN01732,15/10/2024,2024,10,Q4,IT,Tauranga,Hardware,Corporate,16869.08,10147.62,1810.32,17021.29,9915.76,1920.07
TXN00105,16/10/2024,2024,10,Q4,Operations,Hamilton,Support Services,Corporate,13121.39,4848.5,1143.84,12387.33,5005.78,1245.92
TXN00262,16/10/2024,2024,10,Q4,Operations,Auckland,Software,Individual,20393.82,6776.16,1617.11,21224.66,7033.66,1611.08
TXN00301,16/10/2024,2024,10,Q4,Sales,Wellington,Training,SME,10920.73,4821.97,1152.89,10506,4957.55,1290.01
TXN01052,16/10/2024,2024,10,Q4,Operations,Hamilton,Software,SME,20568.3,6921.7,1344.39,19995.46,7097.29,1392.92
TXN01838,16/10/2024,2024,10,Q4,Marketing,Christchurch,Support Services,Corporate,13724.38,5343.9,1528.15,13631.47,5729.17,1662.83
TXN00572,17/10/2024,2024,10,Q4,Sales,Hamilton,Consulting,Corporate,18154.18,7511.56,1568.24,18137.2,7107.21,1538.76
TXN01638,17/10/2024,2024,10,Q4,Operations,Christchurch,Professional Services,Corporate,22432.86,7766.79,1621.23,21326.26,7820.54,1606.75
TXN00259,18/10/2024,2024,10,Q4,Sales,Auckland,Professional Services,Government,27026.03,10861.97,2705.56,25369.21,10653.15,2969.54
TXN00332,18/10/2024,2024,10,Q4,Administration,Christchurch,Support Services,Corporate,14332.45,5490.86,1167.11,13739.07,5557.94,1193.33
TXN01132,18/10/2024,2024,10,Q4,Sales,Wellington,Professional Services,Corporate,38857.37,15327.44,3481.3,37719.68,15444.64,3704.06
TXN00039,19/10/2024,2024,10,Q4,Sales,Auckland,Professional Services,Corporate,27619.56,11245.64,2743.18,25832.44,11594.18,2754.79
TXN01881,19/10/2024,2024,10,Q4,Customer Service,Christchurch,Software,Corporate,26747.38,9434.26,1999.26,25999.81,10127.25,1911.53
TXN00345,20/10/2024,2024,10,Q4,Marketing,Tauranga,Professional Services,SME,20856.66,8051.57,2370.53,20548.88,8109.28,2366.59
TXN01799,20/10/2024,2024,10,Q4,Customer Service,Auckland,Training,Corporate,11158.01,4996.4,923.41,10044.08,4897.21,955.73
TXN01090,21/10/2024,2024,10,Q4,Marketing,Auckland,Support Services,SME,13092.1,5227.72,1607.65,11699.51,5449.01,1654.29
TXN01382,21/10/2024,2024,10,Q4,Customer Service,Christchurch,Professional Services,Government,27808.48,11547.76,2071.05,26895.3,11730.53,2078.53
TXN00199,22/10/2024,2024,10,Q4,Sales,Wellington,Support Services,Government,15983.98,6429.65,1656.47,15810.04,6333.34,1699.18
TXN00437,22/10/2024,2024,10,Q4,Customer Service,Wellington,Support Services,Individual,8281.58,3322.36,664.28,8414.45,3338.58,729
TXN00637,22/10/2024,2024,10,Q4,Administration,Auckland,Support Services,Corporate,21883.58,8446.65,1903.88,20605.63,8548.03,1920.49
TXN01824,22/10/2024,2024,10,Q4,Customer Service,Hamilton,Professional Services,Individual,9936.87,3890.27,814.03,9286.66,3753.11,809.03
TXN01935,24/10/2024,2024,10,Q4,Sales,Wellington,Professional Services,Government,24654.02,9925.34,2408.23,24570.25,9658.1,2552.29
TXN00905,25/10/2024,2024,10,Q4,Administration,Wellington,Consulting,Corporate,30041.93,12077.51,2179.09,29352.09,11556.51,2188.46
TXN00352,26/10/2024,2024,10,Q4,IT,Hamilton,Consulting,Corporate,33800.62,14235.13,3380.34,35196.41,13879.91,3221.18
TXN00919,26/10/2024,2024,10,Q4,Customer Service,Auckland,Hardware,Government,19265.12,13659.68,1646.98,16937.74,13812.44,1596.01
TXN01145,26/10/2024,2024,10,Q4,IT,Wellington,Professional Services,Corporate,25255.3,10457.92,2453.22,23114.44,10493.46,2788.23
TXN00119,27/10/2024,2024,10,Q4,Sales,Hamilton,Professional Services,Corporate,22767.29,9292.33,1983.25,23523.62,9538.74,1982.94
TXN00471,27/10/2024,2024,10,Q4,Operations,Christchurch,Professional Services,SME,16538.7,6806.45,1332.32,17369.12,6967.72,1395.9
TXN00951,27/10/2024,2024,10,Q4,Operations,Wellington,Software,Corporate,39432.85,13923.79,3626.23,39066.34,14316.71,3559.28
TXN01668,27/10/2024,2024,10,Q4,Sales,Wellington,Professional Services,Corporate,34424.81,13009.83,3278.08,30410.18,13617.31,3312.04
TXN00088,28/10/2024,2024,10,Q4,Operations,Christchurch,Software,Government,28852.89,10215.14,2343.3,25927.88,10453.8,2502.96
TXN01216,28/10/2024,2024,10,Q4,Sales,Wellington,Hardware,SME,14506.93,10321.73,1454.44,15114.7,10603.93,1433.98
TXN01247,28/10/2024,2024,10,Q4,Sales,Auckland,Professional Services,Government,55965.2,22852.57,4540.17,55326.41,25067.14,4209.47
TXN00074,29/10/2024,2024,10,Q4,Customer Service,Auckland,Professional Services,SME,18476.27,7603.23,1488.99,16658.4,8063.57,1546.52
TXN01691,29/10/2024,2024,10,Q4,Administration,Tauranga,Software,Corporate,21150.68,6838.54,1490.17,21030.37,6888.78,1530.81
TXN01877,29/10/2024,2024,10,Q4,Customer Service,Wellington,Support Services,Government,12891.9,5240.03,1069.23,12219.45,5460.99,1052.92
TXN00673,1/11/2024,2024,11,Q4,Operations,Wellington,Consulting,Individual,22949.04,9768.83,1624.99,20986.08,10067.51,1627.42
TXN00688,1/11/2024,2024,11,Q4,Operations,Auckland,Professional Services,Corporate,28831.45,11553.91,2228.96,27993.78,11494.53,2268.33
TXN01114,1/11/2024,2024,11,Q4,Sales,Tauranga,Hardware,Corporate,12539.78,8311.55,1191.41,11770.36,8512.25,1127.03
TXN01353,2/11/2024,2024,11,Q4,Customer Service,Christchurch,Support Services,Individual,6379.27,2524.73,454.29,6140.76,2684.43,490.65
TXN00032,3/11/2024,2024,11,Q4,Marketing,Christchurch,Hardware,Government,15797.21,10528.72,1820.23,14726.02,10683.98,1805.99
TXN00298,4/11/2024,2024,11,Q4,Marketing,Christchurch,Hardware,Government,14101.69,9000.5,1712.74,13896.82,8808.99,1744.41
TXN00766,4/11/2024,2024,11,Q4,Sales,Hamilton,Consulting,SME,18775.4,7563.46,1610.99,19022.56,7183.27,1682.87
TXN01727,4/11/2024,2024,11,Q4,Sales,Wellington,Training,Individual,7708.58,3514.69,723.97,7506.84,3690.54,742.8
TXN00788,5/11/2024,2024,11,Q4,IT,Auckland,Consulting,Government,37546.01,16088.67,3779.83,35145.87,16005.08,3912.39
TXN01506,5/11/2024,2024,11,Q4,Sales,Wellington,Hardware,SME,22604.57,14855.85,1965.1,22724.69,15167.39,1965.17
TXN01979,5/11/2024,2024,11,Q4,Operations,Wellington,Hardware,SME,13117.65,8744.17,1170.69,13311.59,9022.47,1208.66
TXN00102,6/11/2024,2024,11,Q4,Administration,Christchurch,Hardware,Corporate,15987.66,11091.52,1145.51,15942.67,10601.19,1056.49
TXN00925,6/11/2024,2024,11,Q4,Sales,Auckland,Support Services,SME,14582.78,5584.31,1290.13,13856.07,5571.7,1333.96
TXN01000,6/11/2024,2024,11,Q4,Operations,Wellington,Consulting,Government,31714.37,13280.18,2142.87,30616.93,12777.68,2177.72
TXN00055,7/11/2024,2024,11,Q4,Sales,Auckland,Consulting,SME,33022.41,13967.57,2894.77,33079.49,13953.76,2835.58
TXN00379,8/11/2024,2024,11,Q4,Sales,Auckland,Training,Government,15750.84,7294.6,1456.31,15115.23,7267.43,1481.7
TXN00789,8/11/2024,2024,11,Q4,Sales,Christchurch,Support Services,SME,8407.77,3122.51,812.22,7849.14,3203.17,881.42
TXN01490,8/11/2024,2024,11,Q4,IT,Auckland,Software,Corporate,25226.93,8688.71,2108.13,24307.51,8885.49,2004.55
TXN01586,8/11/2024,2024,11,Q4,IT,Tauranga,Professional Services,SME,13573.61,4788.15,1147.76,14234.91,4916.26,1184.54
TXN00271,9/11/2024,2024,11,Q4,Sales,Hamilton,Hardware,Corporate,23054.05,14902.85,2502.31,23312.48,15112.81,2638.85
TXN00096,11/11/2024,2024,11,Q4,Sales,Wellington,Support Services,Corporate,16269.56,5994.41,1607.42,16208.54,6072.01,1647.51
TXN00879,13/11/2024,2024,11,Q4,Sales,Christchurch,Software,Corporate,23839.35,8391.57,2612.55,23520.69,8737.69,2634.98
TXN00954,14/11/2024,2024,11,Q4,Marketing,Tauranga,Hardware,Corporate,21133.17,13814.34,2491.19,20126,13110.64,2550.57
TXN01489,14/11/2024,2024,11,Q4,Administration,Auckland,Consulting,Corporate,28431.33,11287.02,1959.42,26919.59,11542.66,2048.55
TXN00490,15/11/2024,2024,11,Q4,IT,Auckland,Consulting,Individual,25353.06,10394.82,2616.5,25451.2,10544.38,2609.7
TXN00098,16/11/2024,2024,11,Q4,Marketing,Christchurch,Support Services,SME,7351.24,2806.13,783.91,6708.35,2885.17,792.27
TXN00517,16/11/2024,2024,11,Q4,Operations,Christchurch,Hardware,Government,13380.88,9255.65,1112.31,13615.82,9329,1132.75
TXN01451,17/11/2024,2024,11,Q4,IT,Tauranga,Support Services,SME,10381.39,3629.99,1154.71,9642.2,3754.27,1163.83
TXN01463,17/11/2024,2024,11,Q4,Administration,Tauranga,Consulting,Corporate,21431.96,9292.63,1647,21606.32,9420.84,1693.92
TXN01734,18/11/2024,2024,11,Q4,IT,Wellington,Hardware,Government,14797.99,10084.83,1574.4,14993.52,10286.42,1607.85
TXN00070,20/11/2024,2024,11,Q4,IT,Tauranga,Consulting,SME,21144.69,8578.65,2058.69,19792.69,8725.76,2139.78
TXN00214,20/11/2024,2024,11,Q4,Sales,Hamilton,Consulting,Corporate,39165.06,16502.4,4210.51,37136.67,16964.74,4302.13
TXN00507,20/11/2024,2024,11,Q4,Operations,Wellington,Consulting,Government,17626.49,7200.6,1524.49,17165.26,7080.07,1506.03
TXN01419,20/11/2024,2024,11,Q4,Customer Service,Auckland,Training,SME,9533.1,4202.46,818.27,10022.63,4090.74,886.73
TXN01476,21/11/2024,2024,11,Q4,Administration,Tauranga,Software,Corporate,14791.68,4895.93,1117.06,14474.04,5030.21,1117.02
